,graph_id,id,node_label_0,node_label_1
0,00,00,1,0
1,00,01,1,0
2,00,02,1,0
3,00,03,0,0
4,00,04,1,1
5,00,05,0,0
6,00,06,0,0
7,00,07,0,1
8,00,08,1,1
9,00,09,1,1
10,00,010,0,0
11,00,011,0,1
12,00,012,1,0
13,00,013,0,1
14,00,014,1,0
15,00,015,0,0
16,00,016,0,0
17,00,017,1,0
18,00,018,1,0
19,00,019,1,0
20,00,020,1,1
21,00,021,1,0
22,00,022,1,1
23,00,023,1,0
24,00,024,0,0
25,00,025,0,0
26,00,026,1,0
27,00,027,0,0
28,00,028,1,1
29,00,029,1,1
30,00,030,0,1
31,00,031,0,0
32,00,032,0,1
33,00,033,1,0
34,00,034,0,1
35,00,035,0,1
36,00,036,0,1
37,00,037,1,0
38,00,038,0,0
39,00,039,0,0
40,00,040,0,1
41,00,041,1,1
42,00,042,1,1
43,00,043,1,0
44,00,044,1,0
45,00,045,1,1
46,00,046,1,0
47,00,047,0,1
48,00,048,1,1
49,00,049,0,1
50,00,050,1,1
51,00,051,1,1
52,00,052,0,1
53,00,053,1,0
54,00,054,1,1
55,00,055,0,0
56,00,056,0,0
57,00,057,1,0
58,00,058,0,0
59,00,059,0,0
60,00,060,0,0
61,00,061,1,1
62,00,062,1,1
63,00,063,1,0
64,00,064,0,0
65,00,065,0,0
66,00,066,1,1
67,00,067,0,1
68,00,068,0,0
69,00,069,0,0
70,00,070,1,0
71,00,071,0,0
72,00,072,0,0
73,00,073,1,1
74,00,074,0,1
75,00,075,0,1
76,00,076,0,0
77,00,077,1,1
78,00,078,0,0
79,00,079,1,0
80,00,080,0,0
81,00,081,1,1
82,00,082,0,0
83,00,083,1,0
84,00,084,0,1
85,00,085,1,1
86,00,086,0,0
87,00,087,0,1
88,00,088,0,0
89,00,089,0,1
90,00,090,1,1
91,00,091,1,1
92,00,092,0,1
93,00,093,0,1
94,00,094,0,1
95,00,095,0,0
96,00,096,0,0
97,00,097,0,1
98,00,098,1,0
99,00,099,1,1
100,00,0100,0,1
101,00,0101,0,0
102,00,0102,1,0
103,00,0103,1,1
104,00,0104,0,0
105,00,0105,0,0
106,00,0106,0,1
107,00,0107,0,0
108,00,0108,1,0
109,00,0109,0,0
110,00,0110,0,1
111,00,0111,1,1
112,00,0112,1,1
113,00,0113,1,1
114,00,0114,1,0
115,00,0115,0,1
116,00,0116,0,1
117,00,0117,1,0
118,00,0118,0,0
119,00,0119,0,1
120,00,0120,0,0
121,00,0121,0,0
122,00,0122,0,0
123,00,0123,1,0
124,00,0124,1,1
125,00,0125,0,0
126,00,0126,1,0
127,00,0127,1,1
128,00,0128,1,1
129,00,0129,1,0
130,00,0130,1,0
131,00,0131,1,1
132,00,0132,0,0
133,00,0133,1,1
134,00,0134,0,0
135,00,0135,1,1
136,00,0136,1,1
137,00,0137,1,0
138,00,0138,1,0
139,00,0139,1,0
140,00,0140,0,0
141,00,0141,0,0
142,00,0142,0,0
143,00,0143,1,1
144,00,0144,1,0
145,00,0145,1,1
146,00,0146,1,1
147,00,0147,1,1
148,00,0148,1,1
149,00,0149,1,0
150,00,0150,1,1
151,00,0151,0,1
152,00,0152,1,0
153,00,0153,1,0
154,00,0154,1,0
155,00,0155,1,0
156,00,0156,1,0
157,00,0157,1,0
158,00,0158,1,0
159,00,0159,0,0
160,00,0160,0,1
161,00,0161,0,0
162,00,0162,0,1
163,00,0163,0,1
164,00,0164,1,1
165,00,0165,1,0
166,00,0166,0,1
167,00,0167,1,1
168,00,0168,1,0
169,00,0169,1,0
170,00,0170,0,1
171,00,0171,1,1
172,00,0172,1,0
173,00,0173,0,0
174,00,0174,1,0
175,00,0175,1,1
176,00,0176,0,1
177,00,0177,0,1
178,00,0178,0,0
179,00,0179,0,1
180,00,0180,0,1
181,00,0181,0,1
182,00,0182,0,0
183,00,0183,1,1
184,00,0184,1,1
185,00,0185,0,1
186,00,0186,0,0
187,00,0187,0,0
188,00,0188,0,0
189,00,0189,1,1
190,00,0190,1,0
191,00,0191,0,1
192,00,0192,0,1
193,00,0193,1,0
194,00,0194,1,1
195,00,0195,0,1
196,00,0196,0,0
197,00,0197,1,1
198,00,0198,0,1
199,00,0199,1,0
200,00,0200,0,0
201,00,0201,1,0
202,00,0202,1,1
203,00,0203,1,1
204,00,0204,1,0
205,00,0205,1,1
206,00,0206,1,1
207,00,0207,1,1
208,00,0208,0,0
209,00,0209,1,0
210,00,0210,1,0
211,00,0211,0,0
212,00,0212,1,0
213,00,0213,1,0
214,00,0214,1,1
215,00,0215,0,0
216,00,0216,0,0
217,00,0217,0,1
218,00,0218,1,1
219,00,0219,1,1
220,00,0220,0,1
221,00,0221,1,1
222,00,0222,0,1
223,00,0223,1,0
224,00,0224,1,0
225,00,0225,0,0
226,00,0226,1,1
227,00,0227,0,1
228,00,0228,1,1
229,00,0229,0,0
230,00,0230,0,1
231,00,0231,0,0
232,00,0232,0,0
233,00,0233,1,0
234,00,0234,1,1
235,00,0235,0,1
236,00,0236,0,0
237,00,0237,1,0
238,00,0238,1,1
239,00,0239,0,1
240,00,0240,1,1
241,00,0241,0,1
242,00,0242,1,1
243,00,0243,1,0
244,00,0244,0,1
245,00,0245,0,1
246,00,0246,1,0
247,00,0247,0,1
248,00,0248,0,0
249,00,0249,0,0
250,00,0250,1,1
251,00,0251,0,0
252,00,0252,1,1
253,00,0253,1,1
254,00,0254,1,1
255,00,0255,1,0
256,00,0256,0,1
257,00,0257,0,1
258,00,0258,0,0
259,00,0259,1,1
260,00,0260,1,1
261,00,0261,0,0
262,00,0262,1,0
263,00,0263,0,1
264,00,0264,1,0
265,00,0265,1,0
266,00,0266,1,1
267,00,0267,1,0
268,00,0268,1,1
269,00,0269,1,1
270,00,0270,1,0
271,00,0271,0,1
272,00,0272,0,1
273,00,0273,0,0
274,00,0274,1,1
275,00,0275,0,1
276,00,0276,0,1
277,00,0277,0,0
278,00,0278,1,1
279,00,0279,1,1
280,00,0280,0,1
281,00,0281,1,1
282,00,0282,0,0
283,00,0283,1,1
284,00,0284,1,0
285,00,0285,1,0
286,00,0286,0,0
287,00,0287,0,0
288,00,0288,0,1
289,00,0289,0,0
290,00,0290,0,1
291,00,0291,1,1
292,00,0292,1,1
293,00,0293,1,0
294,00,0294,1,1
295,00,0295,1,1
296,00,0296,1,0
297,00,0297,0,1
298,00,0298,0,0
299,00,0299,1,1
300,00,0300,1,0
301,00,0301,1,1
302,00,0302,0,0
303,00,0303,0,1
304,00,0304,1,0
305,00,0305,0,0
306,00,0306,0,0
307,00,0307,0,1
308,00,0308,0,0
309,00,0309,1,1
310,00,0310,1,1
311,00,0311,1,0
312,00,0312,1,0
313,00,0313,1,1
314,00,0314,0,1
315,00,0315,1,1
316,00,0316,1,0
317,00,0317,0,0
318,00,0318,0,0
319,00,0319,0,1
320,00,0320,0,0
321,00,0321,0,1
322,00,0322,1,1
323,00,0323,1,0
324,00,0324,0,0
325,00,0325,0,1
326,00,0326,0,1
327,00,0327,0,0
328,00,0328,0,1
329,00,0329,0,0
330,00,0330,1,1
331,00,0331,1,1
332,00,0332,1,1
333,00,0333,1,0
334,00,0334,0,1
335,00,0335,1,0
336,00,0336,0,1
337,00,0337,1,1
338,00,0338,0,1
339,00,0339,1,0
340,00,0340,1,0
341,00,0341,1,0
342,00,0342,1,1
343,00,0343,1,0
344,00,0344,1,0
345,00,0345,0,0
346,00,0346,0,1
347,00,0347,0,0
348,00,0348,0,0
349,00,0349,1,1
350,00,0350,0,1
351,00,0351,1,1
352,00,0352,0,1
353,00,0353,1,1
354,00,0354,0,0
355,00,0355,1,1
356,00,0356,0,0
357,00,0357,0,1
358,00,0358,1,1
359,00,0359,0,0
360,00,0360,1,0
361,00,0361,0,1
362,00,0362,1,1
363,00,0363,0,0
364,00,0364,0,1
365,00,0365,0,0
366,00,0366,1,0
367,00,0367,0,0
368,00,0368,1,1
369,00,0369,0,0
370,00,0370,0,0
371,00,0371,1,0
372,00,0372,1,0
373,00,0373,1,1
374,00,0374,1,1
375,00,0375,1,0
376,00,0376,0,1
377,00,0377,0,0
378,00,0378,1,0
379,00,0379,0,0
380,00,0380,1,0
381,00,0381,1,0
382,00,0382,1,1
383,00,0383,1,1
384,00,0384,1,0
385,00,0385,1,1
386,00,0386,1,1
387,00,0387,1,0
388,00,0388,0,1
389,00,0389,0,0
390,00,0390,1,1
391,00,0391,1,1
392,00,0392,0,1
393,00,0393,1,0
394,00,0394,1,1
395,00,0395,1,1
396,00,0396,1,0
397,00,0397,0,0
398,00,0398,1,0
399,00,0399,0,0
400,00,0400,0,0
401,00,0401,0,1
402,00,0402,0,1
403,00,0403,1,0
404,00,0404,0,0
405,00,0405,1,1
406,00,0406,1,1
407,00,0407,1,1
408,00,0408,0,0
409,00,0409,1,1
410,00,0410,0,1
411,00,0411,0,1
412,00,0412,1,0
413,00,0413,1,1
414,00,0414,0,1
415,00,0415,1,0
416,00,0416,1,0
417,00,0417,1,0
418,00,0418,0,0
419,00,0419,0,0
420,00,0420,1,0
421,00,0421,0,0
422,00,0422,0,1
423,00,0423,0,1
424,00,0424,0,0
425,00,0425,1,1
426,00,0426,0,0
427,00,0427,0,0
428,00,0428,1,1
429,00,0429,1,1
430,00,0430,0,0
431,00,0431,1,1
432,00,0432,1,0
433,00,0433,0,1
434,00,0434,0,0
435,00,0435,0,1
436,00,0436,1,0
437,00,0437,0,0
438,00,0438,1,1
439,00,0439,0,0
440,00,0440,0,0
441,00,0441,0,1
442,00,0442,0,0
443,00,0443,0,0
444,00,0444,0,0
445,00,0445,0,1
446,00,0446,1,1
447,00,0447,0,0
448,00,0448,0,0
449,00,0449,0,1
450,00,0450,0,0
451,00,0451,1,0
452,00,0452,0,0
453,00,0453,0,0
454,00,0454,0,0
455,00,0455,1,1
456,00,0456,0,0
457,00,0457,0,0
458,00,0458,0,1
459,00,0459,0,0
460,00,0460,1,0
461,00,0461,1,1
462,00,0462,0,1
463,00,0463,0,1
464,00,0464,0,0
465,00,0465,1,1
466,00,0466,0,0
467,00,0467,1,0
468,00,0468,0,1
469,00,0469,0,0
470,00,0470,0,0
471,00,0471,0,0
472,00,0472,1,0
473,00,0473,0,1
474,00,0474,1,0
475,00,0475,0,1
476,00,0476,0,1
477,00,0477,0,0
478,00,0478,0,0
479,00,0479,0,1
480,00,0480,0,1
481,00,0481,1,1
482,00,0482,1,1
483,00,0483,1,0
484,00,0484,1,0
485,00,0485,0,0
486,00,0486,1,1
487,00,0487,1,0
488,00,0488,0,0
489,00,0489,1,1
490,00,0490,1,0
491,00,0491,0,0
492,00,0492,0,1
493,00,0493,1,1
494,00,0494,1,0
495,00,0495,1,0
496,00,0496,0,0
497,00,0497,0,1
498,00,0498,1,1
499,00,0499,1,0
500,00,0500,0,0
501,00,0501,0,0
502,00,0502,1,1
503,00,0503,0,0
504,00,0504,0,0
505,00,0505,1,0
506,00,0506,1,1
507,00,0507,1,0
508,00,0508,1,1
509,00,0509,0,1
510,00,0510,1,1
511,00,0511,0,0
512,00,0512,0,0
513,00,0513,0,1
514,00,0514,0,1
515,00,0515,1,0
516,00,0516,1,1
517,00,0517,1,1
518,00,0518,0,1
519,00,0519,1,0
520,00,0520,1,0
521,00,0521,1,0
522,00,0522,0,1
523,00,0523,1,1
524,00,0524,1,0
525,00,0525,0,0
526,00,0526,1,1
527,00,0527,1,0
528,00,0528,0,0
529,00,0529,0,1
530,00,0530,1,0
531,00,0531,1,0
532,00,0532,0,0
533,00,0533,0,1
534,00,0534,0,0
535,00,0535,1,0
536,00,0536,0,0
537,00,0537,1,0
538,00,0538,0,1
539,00,0539,1,0
540,00,0540,0,1
541,00,0541,1,1
542,00,0542,0,1
543,00,0543,1,0
544,00,0544,1,1
545,00,0545,1,0
546,00,0546,0,0
547,00,0547,1,0
548,00,0548,1,0
549,00,0549,0,0
550,00,0550,1,0
551,00,0551,1,1
552,00,0552,1,0
553,00,0553,0,0
554,00,0554,0,0
555,00,0555,1,0
556,00,0556,0,1
557,00,0557,1,1
558,00,0558,1,0
559,00,0559,1,1
560,00,0560,1,1
561,00,0561,1,0
562,00,0562,1,1
563,00,0563,1,0
564,00,0564,1,0
565,00,0565,0,1
566,00,0566,1,1
567,00,0567,0,0
568,00,0568,1,0
569,00,0569,1,0
570,00,0570,0,1
571,00,0571,0,0
572,00,0572,0,1
573,00,0573,0,0
574,00,0574,0,0
575,00,0575,1,1
576,00,0576,0,1
